id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1344411133684420609,1344411133684420609,2020-12-30 23:32:46 CET,2020-12-30,23:32:46,+0100,4830259078,lamyaeel17,Lamyae,,🔴 Question :   Les frais d’accouchement doivent être pris en charge par le mari ou la femme ?  🔵 Réponse :   Les frais d’accouchement sont à la charge du mari d’un point de vue de la législation. Ceci si le coût de l’accouchement est raisonnable sans excès ni vantardise,fr,[],[],[],1,1,1,[],[],https://twitter.com/lamyaeel17/status/1344411133684420609,False,,0,,,,,,,,[],,,,
1344410736643231747,1344374037603119108,2020-12-30 23:31:12 CET,2020-12-30,23:31:12,+0100,722691909387427841,autodis0,Les Frères Musulmans cartographiés,,"@L_M_Vin (j'explique ce que pensent ces gens) Non c'est pas ça, des trans F vers H continuent d'avoir des menstruations hors ils s'identifient H. Donc c'est plutôt l'inverse associer menstru et F serait transphobe. Idem avec les mots accouchement, vagin, etc.",fr,[],[],[],0,0,0,[],[],https://twitter.com/autodis0/status/1344410736643231747,False,,0,,,,,,,,"[{'screen_name': 'L_M_Vin', 'name': 'Vincent Lautard', 'id': '2389552299'}]",,,,
1344409676511899650,1344343521906618372,2020-12-30 23:26:59 CET,2020-12-30,23:26:59,+0100,2437342015,agathelyon,agathelyon,,@Fils2Psy On assiste en direct  accouchement  de fer à repasser par césarienne,fr,[],[],[],0,0,2,[],[],https://twitter.com/agathelyon/status/1344409676511899650,False,,0,,,,,,,,"[{'screen_name': 'Fils2Psy', 'name': 'Dolto', 'id': '757514581044498432'}]",,,,
1344408894462951425,1344407177390391299,2020-12-30 23:23:53 CET,2020-12-30,23:23:53,+0100,1283124015498960897,ultifn,RAK Ulti,,@SdkReyoxx @Kawwaaaiii @Reyoxxz La légende dit que ta cost ta mère à l’accouchement,fr,[],[],[],1,0,2,[],[],https://twitter.com/UltiFn/status/1344408894462951425,False,,0,,,,,,,,"[{'screen_name': 'Kawwaaaiii', 'name': '🐸', 'id': '1233776211865804805'}, {'screen_name': 'Reyoxxz', 'name': 'Reyoxx', 'id': '1232407865379389445'}]",,,,
1344407632971517952,1344407632971517952,2020-12-30 23:18:52 CET,2020-12-30,23:18:52,+0100,1144482065242447876,alicia_deblonde,AꙆɩᥴɩᥲ🧸,,Les pari sont lancer pour la date d’accouchement avec mes frères 😂,fr,[],[],[],0,0,2,[],[],https://twitter.com/alicia_deblonde/status/1344407632971517952,False,,0,,,,,,,,[],,,,
1344406758970814466,1344406758970814466,2020-12-30 23:15:23 CET,2020-12-30,23:15:23,+0100,429467353,kelyagl,Scarlet Witch 🍒,,Ça parle de négligence de soi parce qu'on a des enfants à 25 ans alors que ça va commencer à faire des prières dans quelques années pour nous ressembler après leur accouchement.  La fatigue.,fr,[],[],[],2,61,257,[],[],https://twitter.com/kelyagl/status/1344406758970814466,False,,0,,,,,,,,[],,,,
1344405221586460680,1344259279549833216,2020-12-30 23:09:17 CET,2020-12-30,23:09:17,+0100,1267141744006742023,marocan_barbie,🇲🇦ياسمين (follow limite),,@nehluxe T'as vu la vidéo de l'accouchement toi?,fr,[],[],[],1,0,1,[],[],https://twitter.com/marocan_barbie/status/1344405221586460680,False,,0,,,,,,,,"[{'screen_name': 'nehluxe', 'name': 'Nehluxe. 🇲🇦🐧', 'id': '1205769969713209349'}]",,,,
1344404992128675841,1344403345633660934,2020-12-30 23:08:22 CET,2020-12-30,23:08:22,+0100,1239987102194053120,linasobbann,🇲🇦لينة,,"@toufik_inho Y’a une vidéo sur YouTube d’une femme qui parle de ça sa chaîne c’est: Kim Vrt officiel, après accouchement y’a pas de vidéo démonstratif",fr,[],[],[],1,0,0,[],[],https://twitter.com/linasobbann/status/1344404992128675841,False,,0,,,,,,,,"[{'screen_name': 'toufik_inho', 'name': 'Toufikinho', 'id': '1084100581457911814'}]",,,,
1344403943657504768,1344403345633660934,2020-12-30 23:04:12 CET,2020-12-30,23:04:12,+0100,1084100581457911814,toufik_inho,Toufikinho,,@linasobbann Ça m’intrigue trop ta pas une vidéo d’un accouchement d’une naine ?,fr,[],[],[],2,0,0,[],[],https://twitter.com/toufik_inho/status/1344403943657504768,False,,0,,,,,,,,"[{'screen_name': 'linasobbann', 'name': '🇲🇦لينة', 'id': '1239987102194053120'}]",,,,
1344403246618714114,1344403246618714114,2020-12-30 23:01:26 CET,2020-12-30,23:01:26,+0100,806956751673298944,michaelheranval,MhPhotographe,,ta fait l'accouchement sur discord  #blablacafe,fr,[],[],[],0,0,1,['blablacafe'],[],https://twitter.com/michaelheranval/status/1344403246618714114,False,,0,,,,,,,,[],,,,
1344402706337845251,1344394370850631681,2020-12-30 22:59:17 CET,2020-12-30,22:59:17,+0100,381175360,a_d_h_aa_h,Dida Chf Sd Mhd,,"@Nass_One Quelle bande de merde.  Accouchement foireux à la maternité des Lilas, 15 jours d'hospitalisation, j'ai clairement frôlé la mort. 2 mois après je prends rdv avec sa célèbre cheffe du sce  gynécologie-obstétrique pour avoir une discussion sur ce qui m'est (et falli) m'arriver.",fr,[],[],[],1,0,2,[],[],https://twitter.com/A_D_H_AA_H/status/1344402706337845251,False,,0,,,,,,,,"[{'screen_name': 'Nass_One', 'name': 'Générale N.', 'id': '395576238'}]",,,,
1344400420698021899,1344400420698021899,2020-12-30 22:50:12 CET,2020-12-30,22:50:12,+0100,1171517752789491713,bolderiz9,🧙‍♀️💩Sorcière M-Marsault 💩🧙‍♀️,,Kelly c'est la seule qui montre vraiment sa vrai vie post accouchement #mamansetcélèbres,fr,[],[],[],0,0,10,['mamansetcélèbres'],[],https://twitter.com/Bolderiz9/status/1344400420698021899,False,,0,,,,,,,,[],,,,
1344399996435771393,1344399996435771393,2020-12-30 22:48:31 CET,2020-12-30,22:48:31,+0100,1282974274681266183,celinegflora1,konasskissassum,,Contact le Planning Familial à la Maison Départementale si pb ou les assoc.  @excisionparlons @FederationGAMS  #excision #santédesfemmes #gynécologie #accouchement #naissance  https://t.co/Kpn2UKNI7z,fr,"[{'screen_name': 'excisionparlons', 'name': 'excision, parlons-en !', 'id': '1208488038'}, {'screen_name': 'federationgams', 'name': 'federation gams', 'id': '222723087'}]",[],"['https://pbs.twimg.com/media/EqhEqR0W8AEqnrY.jpg', 'https://pbs.twimg.com/media/EqhEqoEXEAA0iiZ.jpg', 'https://pbs.twimg.com/media/EqhEqz_W8AARVrH.jpg', 'https://pbs.twimg.com/media/EqhErAmXUAA42Gd.jpg']",0,0,2,"['excision', 'santédesfemmes', 'gynécologie', 'accouchement', 'naissance']",[],https://twitter.com/CelineGFlora1/status/1344399996435771393,False,,1,https://pbs.twimg.com/media/EqhEqR0W8AEqnrY.jpg,,,,,,,[],,,,
1344399484059590656,1344399293415911426,2020-12-30 22:46:29 CET,2020-12-30,22:46:29,+0100,1143995794527334401,mahnasun,cupidonpourdevraienft,,@OcaneGuichard6 Bah respire ça va bien se passer t’es juste en plein accouchement des triplés c’est rien 😌,fr,[],[],[],0,0,0,[],[],https://twitter.com/mahnasun/status/1344399484059590656,False,,0,,,,,,,,"[{'screen_name': 'OcaneGuichard6', 'name': 'ogee_citations_lol_pourpercer_fancroco', 'id': '1170257227166470144'}]",,,,
1344388459641901065,1344388459641901065,2020-12-30 22:02:40 CET,2020-12-30,22:02:40,+0100,1369057482,_sweetjadee,Jade,,On peut demander à être endormie pendant l’accouchement? Histoire de pas assister,fr,[],[],[],1,0,2,[],[],https://twitter.com/_Sweetjadee/status/1344388459641901065,False,,0,,,,,,,,[],,,,
1344388434165719046,1344384415598862344,2020-12-30 22:02:34 CET,2020-12-30,22:02:34,+0100,3051509012,sined_duangrev,Denis 🍺 Vergnaud ⚔️,,"@Maxime_Durante C'est ce qui m'a permis de tenir lors de l'accouchement de ma femme. Les pâtes de fruits, c'est la vie.",fr,[],[],[],1,0,3,[],[],https://twitter.com/Sined_Duangrev/status/1344388434165719046,False,,0,,,,,,,,"[{'screen_name': 'Maxime_Durante', 'name': 'Maxime Duranté', 'id': '1342839809291804680'}]",,,,
1344384496456626176,1344384496456626176,2020-12-30 21:46:56 CET,2020-12-30,21:46:56,+0100,1222999281768050693,kamsss_____,💞kamsss💞,,Les gars si vous devez choisir a l’accouchement entre votre femme et votre enfant vous choisissez quoi ?,fr,[],[],[],12,2,10,[],[],https://twitter.com/kamsss_____/status/1344384496456626176,False,,0,,,,,,,,[],,,,
1344382117170601986,1344376759593144321,2020-12-30 21:37:28 CET,2020-12-30,21:37:28,+0100,1243665230326104070,hililithsback,🧛🏻‍♀️صو فيا,,@kiimiiy_n Je peux supporter n’importe quel douleur mtn (sauf l’accouchement),fr,[],[],[],1,0,0,[],[],https://twitter.com/HiLilithsBack/status/1344382117170601986,False,,0,,,,,,,,"[{'screen_name': 'kiimiiy_n', 'name': 'Kim🦋', 'id': '749702649533038592'}]",,,,
1344381127167979525,1343996110373842946,2020-12-30 21:33:32 CET,2020-12-30,21:33:32,+0100,1038811481087909888,jlfemto,عيسى,,@niqueMoiTmr Bah c'est pareil pr l'accouchement tu demande des médecins femme et si ya pas bah c'est malheureux frr mais l'accouchement c'est une situation d'urgence t'as capté,fr,[],[],[],1,0,0,[],[],https://twitter.com/JLFemto/status/1344381127167979525,False,,0,,,,,,,,"[{'screen_name': 'niqueMoiTmr', 'name': '.', 'id': '1263565737463070722'}]",,,,
1344375284087324673,1344345405816008706,2020-12-30 21:10:19 CET,2020-12-30,21:10:19,+0100,2748558690,chlinecesar,☕ César 1er,,"@Myloute On parle svt du baiser certes romantique mais sans consentement de la belle au bois dormant.. ça tombe bien dans les versions tradi, c'est pas le baiser qui la reveille   C'est son accouchement !",fr,[],[],[],0,0,1,[],[],https://twitter.com/cHLineCesar/status/1344375284087324673,False,,0,,,,,,,,"[{'screen_name': 'Myloute', 'name': 'Mylou - David Stone stan account 🍎', 'id': '41623323'}]",,,,
1344369608141238272,1344369608141238272,2020-12-30 20:47:46 CET,2020-12-30,20:47:46,+0100,1328823963682738179,komaedea,lico,,tw accouchement   ma mere m’a dit les gens qui ont des règles douloureuses si jms vs avez d gosses les contractions ça sera rien du tout à coT,fr,[],[],[],1,0,1,[],[],https://twitter.com/komaedea/status/1344369608141238272,False,https://twitter.com/falonnebrz__/status/1343993553270284296,0,,,,,,,,[],,,,
1344368598593253377,1344363848556552195,2020-12-30 20:43:45 CET,2020-12-30,20:43:45,+0100,1217927980011458561,hassan_nss,Hassan 🇪🇬,,@kheiragataga Oui voila c’est ça 120 jours pas 2 mois après je croit qu’il faut voir la santé si elle est fragile c’est mieux elle avorte sinon elle meurt pendant l’accouchement,fr,[],[],[],0,0,0,[],[],https://twitter.com/Hassan_Nss/status/1344368598593253377,False,,0,,,,,,,,"[{'screen_name': 'kheiragataga', 'name': 'ana star🇩🇿', 'id': '1195702656964210688'}]",,,,
1344368392380297218,1344334903522045954,2020-12-30 20:42:56 CET,2020-12-30,20:42:56,+0100,1613327462,hotmhidever,Hidever Kamanga,,"@RolandLutumba A quand l'accouchement ? Je parie que ce sera un garçon, photocopie de JKK.",fr,[],[],[],2,0,5,[],[],https://twitter.com/HotmHidever/status/1344368392380297218,False,,0,,,,,,,,"[{'screen_name': 'RolandLutumba', 'name': 'Roland Lutumba', 'id': '316981847'}]",,,,
1344366145625874432,1344366145625874432,2020-12-30 20:34:00 CET,2020-12-30,20:34:00,+0100,1008607263249043457,iammarjory,Marjory🐥,,"Update: j’ai encore mal, si l’accouchement ça fait plus mal que ça je fais pas",fr,[],[],[],0,0,1,[],[],https://twitter.com/iammarjory/status/1344366145625874432,False,https://twitter.com/iammarjory/status/1344010876731482115,0,,,,,,,,[],,,,
1344361836775354370,1344361836775354370,2020-12-30 20:16:53 CET,2020-12-30,20:16:53,+0100,2720380625,minipouce___,Ryry,,"Je viens de voir une vidéo de comment se passe un accouchement étape par étape en 3D , j'ai trop trop trop peur on dirait que je suis à 8 mois de grossesses ptdr",fr,[],[],[],1,1,2,[],[],https://twitter.com/Minipouce___/status/1344361836775354370,False,,0,,,,,,,,[],,,,
1344361274927443968,1343995345865478146,2020-12-30 20:14:39 CET,2020-12-30,20:14:39,+0100,769226481696403457,jesuisreveille,#JeSuisFatigué,,"@GriseldaCdF @Hierozs @krstv Bien sûr, ça reste dramatique pour les personnes touchées, mais pour te donner une comparaison, une femme entre 30 et 39 ans a statistiquement autant de risques de mourir du Covid que lors de l’accouchement... on n’arrête pas pour autant de faire des bébés",fr,[],[],[],2,0,0,[],[],https://twitter.com/jesuisreveille/status/1344361274927443968,False,,0,,,,,,,,"[{'screen_name': 'GriseldaCdF', 'name': 'Griselda Clef_de_Fer', 'id': '609366359'}, {'screen_name': 'Hierozs', 'name': 'Hieroz', 'id': '156073794'}, {'screen_name': 'krstv', 'name': 'Christophe Carron', 'id': '5817212'}]",,,,
1344355484757843969,1344331325034131457,2020-12-30 19:51:39 CET,2020-12-30,19:51:39,+0100,2732893637,epaphras_kanku,Epaphras Kanku✍🏻,,@StanysBujakera @MartinFayulu On compte sur vous pour danser le jour de l’accouchement,fr,[],[],[],0,0,0,[],[],https://twitter.com/Epaphras_Kanku/status/1344355484757843969,False,,0,,,,,,,,"[{'screen_name': 'StanysBujakera', 'name': 'Stanis Bujakera Tshiamala', 'id': '700429603538628609'}, {'screen_name': 'MartinFayulu', 'name': 'Martin Fayulu', 'id': '451772913'}]",,,,
1344354455546945538,1344298828128808965,2020-12-30 19:47:33 CET,2020-12-30,19:47:33,+0100,1327754686343094275,foli_mi,Mi Foli,,"@Stalec_ C'est un vrai problème, surtout lorsque l'on sait que la compréhension passe par le non verbal, sourire, expression du visage... Au début ils ont même essayé d'obliger le port du masque lors d'un accouchement. Sérieusement ils sont débiles et dingues",fr,[],[],[],0,0,5,[],[],https://twitter.com/foli_mi/status/1344354455546945538,False,,0,,,,,,,,"[{'screen_name': 'Stalec_', 'name': 'Stalec', 'id': '1348382075720708099'}]",,,,
1344351971554324482,1344349739052052482,2020-12-30 19:37:41 CET,2020-12-30,19:37:41,+0100,1343342159257350150,zaaynabak,🇬🇲,,@awacmra 🥲🥲 j’attendais son accouchement je savais pas,fr,[],[],[],1,0,0,[],[],https://twitter.com/ZaaynabaK/status/1344351971554324482,False,,0,,,,,,,,"[{'screen_name': 'awacmra', 'name': '🐻🤎', 'id': '1327216657631219714'}]",,,,
1344349739052052482,1344349739052052482,2020-12-30 19:28:49 CET,2020-12-30,19:28:49,+0100,1327216657631219714,awacmra,🐻🤎,,Les story de Nicki Minaj sur son accouchement 😭❤️,fr,[],[],[],1,1,12,[],[],https://twitter.com/awacmra/status/1344349739052052482,False,,0,,,,,,,,[],,,,
1344349062988967938,1344332867921457159,2020-12-30 19:26:08 CET,2020-12-30,19:26:08,+0100,1880619349,abrmalice,a,,"bah d’acc tjrs pas elle, jspr ils vont quand même faire qqc pour son accouchement hein bc ça suffit",fr,[],[],[],1,0,0,[],[],https://twitter.com/abrmalice/status/1344349062988967938,False,,0,,,,,,,,[],,,,
1344347850235375623,1344347850235375623,2020-12-30 19:21:18 CET,2020-12-30,19:21:18,+0100,1151108654332088320,sylvie_31_,Sylvie,,"La naissance de Fatima Zarah (as) :  Dame Khadija (as) dit « Lorsque mon accouchement approcha, j’envoyai chercher les accoucheuses de Qouraich qui refusèrent toutes de venir à cause de la jalousie envers Mohammed (P). J’étais encore dans cet état lorsque quatre femmes...",fr,[],[],[],1,0,1,[],[],https://twitter.com/Sylvie_31_/status/1344347850235375623,False,,0,,,,,,,,[],,,,
1344346181707685899,1344346181707685899,2020-12-30 19:14:41 CET,2020-12-30,19:14:41,+0100,1101200319755833344,hausofcamcam,Replay ✨,,Elle me tue elle rzconte son accouchement mon bb,fr,[],[],[],0,0,1,[],[],https://twitter.com/hausofcamcam/status/1344346181707685899,False,https://twitter.com/NICKIMINAJ/status/1344345994129903617,0,,,,,,,,[],,,,
1344345203033985025,1344345203033985025,2020-12-30 19:10:47 CET,2020-12-30,19:10:47,+0100,2754847372,badguyantoine,Morningstar,,Nicki elle aurait dû faire un documentaire sur son accouchement là,fr,[],[],[],0,0,2,[],[],https://twitter.com/BadGuyAntoine/status/1344345203033985025,False,,0,,,,,,,,[],,,,
1344344618813501440,1344184916288937985,2020-12-30 19:08:28 CET,2020-12-30,19:08:28,+0100,1660331880,fauchelevent09,Fauchelevent 🇫🇷,,"@CharlieMP7 @jonathanfrancau @afpfr Le cerveau existe à 14 semaines comme tous les organes. Quant à la conscience, elle sera absente jusqu'à l'accouchement. Je ne vois pas très bien où vous placez la barre qui fait passer au stade d'être humain.",fr,[],[],[],1,0,0,[],[],https://twitter.com/Fauchelevent09/status/1344344618813501440,False,,0,,,,,,,,"[{'screen_name': 'CharlieMP7', 'name': 'Charlie', 'id': '887344730371227648'}, {'screen_name': 'jonathanfrancau', 'name': 'jonathan francaud', 'id': '2324538037'}, {'screen_name': 'afpfr', 'name': 'Agence France-Presse', 'id': '338985020'}]",,,,
1344344529348997121,1343993553270284296,2020-12-30 19:08:07 CET,2020-12-30,19:08:07,+0100,810557270,hainamerrouche,kyll bitch,,@falonnebrz__ J’ai vécu ça pendant des années après mon accouchement plus aucune douleur elle vienne sans prévenir alors qu’avant une semaine avant je souffrait grave,fr,[],[],[],0,0,1,[],[],https://twitter.com/hainamerrouche/status/1344344529348997121,False,,0,,,,,,,,"[{'screen_name': 'falonnebrz__', 'name': '𝒩𝒾𝒸𝑜𝓁𝑒 🎌', 'id': '1227706876399411200'}]",,,,
1344342014847016960,1344342014847016960,2020-12-30 18:58:07 CET,2020-12-30,18:58:07,+0100,2212794494,candicefrsn,Cancan,,"J’ai vu mon premier accouchement aujourd’hui, c’est magique la vie❤️",fr,[],[],[],0,0,8,[],[],https://twitter.com/candicefrsn/status/1344342014847016960,False,,0,,,,,,,,[],,,,
1344340563605266435,1344257126059937792,2020-12-30 18:52:21 CET,2020-12-30,18:52:21,+0100,1321516602945396739,cath_indo,catherine b,,"@cathygu76 Rassure toi ce genre de truc , un bel accouchement, un papa qui pleure... je pleure aussi 😂💙",fr,[],[],[],1,0,1,[],[],https://twitter.com/cath_indo/status/1344340563605266435,False,,0,,,,,,,,"[{'screen_name': 'cathygu76', 'name': 'Cathy', 'id': '1101949034682609666'}]",,,,
1344339960678252544,1344038558227640322,2020-12-30 18:49:57 CET,2020-12-30,18:49:57,+0100,617301195,al_lewis1,ALewis ✏️,,@MarieFantome et un coup dans les couilles ça dure quelques minutes la douleurs les règles et l'accouchement ça se compte en jours et heures,fr,[],[],[],0,0,1,[],[],https://twitter.com/al_lewis1/status/1344339960678252544,False,,0,,,,,,,,"[{'screen_name': 'MarieFantome', 'name': 'Marie Fantôme • 👻', 'id': '4906793945'}]",,,,
1344335594722373633,1344335594722373633,2020-12-30 18:32:36 CET,2020-12-30,18:32:36,+0100,424422520,diditouki,M.E.L.A.N.I.N.👑,,Ton dernier accouchement était super silencieux,fr,[],[],[],0,0,1,[],[],https://twitter.com/didiTouki/status/1344335594722373633,False,https://twitter.com/am_gaka/status/1343815636045221889,0,,,,,,,,[],,,,
1344333959610691587,1344333959610691587,2020-12-30 18:26:07 CET,2020-12-30,18:26:07,+0100,1296783701347569666,alexandrecloue4,Citation_douxx,,Une fille c’est courageux quand même car sa subit  -les règles  -l’accouchement  -l’harcèlement  -les mensonges  -la tromperie  -les pleures  - les disquettes  -les batard 😒,fr,[],[],[],0,0,4,[],[],https://twitter.com/alexandrecloue4/status/1344333959610691587,False,,0,,,,,,,,[],,,,
1344333552704516097,1344333552704516097,2020-12-30 18:24:30 CET,2020-12-30,18:24:30,+0100,734025937432510464,marie_lorraine_,MarieLorraine,,"Voilà pourquoi, après mon accouchement et quand j'aurai fini d'allaiter, je serai impatiente de me faire vacciner ! Et d'ici là, on reste au chaud et on voit le moins de monde possible...",fr,[],[],[],0,0,0,[],[],https://twitter.com/Marie_Lorraine_/status/1344333552704516097,False,https://twitter.com/philippejuvin/status/1343985426621718528,0,,,,,,,,[],,,,
1344325057611509760,1344226452275941376,2020-12-30 17:50:44 CET,2020-12-30,17:50:44,+0100,1235183586157965313,chitlmox,🌺,,@didiecmoi Heureusement j’ai pas vécu ça j’étais tellement dans le mal après mon accouchement on m’aurais fais ça j’aurais fini en dépression post partum jcrois 💀,fr,[],[],[],0,0,1,[],[],https://twitter.com/chitlmox/status/1344325057611509760,False,,0,,,,,,,,"[{'screen_name': 'didiecmoi', 'name': 'didie', 'id': '1295868310475735040'}]",,,,
1344324318340263936,1344324318340263936,2020-12-30 17:47:48 CET,2020-12-30,17:47:48,+0100,4204094391,ginou_cdj,Gi,,"Chez l’esthéticienne là dans la cabine juste à côté y’a une femme qui parle de son accouchement supplément césarienne, Seigneur nos mamans ont souffert hein 💀",fr,[],[],[],2,0,3,[],[],https://twitter.com/Ginou_cdj/status/1344324318340263936,False,,0,,,,,,,,[],,,,
